,absolute angle of inclination,angle of inclination,number of electrodes,voltage magnitude,voltage frequency,electrode dimension,x pitch,number of phases,grain mass density,mesh size,gravity,phase shift,time step,maximum classified radius,distance between dust generation and first electrode,grain number density,yield
918,335.0,25.0,4.0,1000.0,20.0,6.0,20.0,4.0,2000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.013010770082,1.0,18.200351715088
919,310.0,50.0,8.0,2000.0,15.0,5.0,35.0,4.0,4000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.031510174274,1.0,18.191959381104
920,335.0,25.0,4.0,1000.0,5.0,6.0,20.0,4.0,2000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.013010770082,1.0,18.063936233521
921,335.0,25.0,4.0,1000.0,15.0,6.0,20.0,4.0,1000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.013010770082,1.0,18.060432434082
922,335.0,25.0,10.0,1000.0,15.0,4.0,30.0,4.0,2000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.015048474073,1.0,18.069904327393
923,335.0,25.0,8.0,1000.0,15.0,5.0,35.0,4.0,2000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.020377323031,1.0,18.056297302246
924,335.0,25.0,10.0,1000.0,20.0,4.0,30.0,4.0,4000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.015048474073,1.0,18.16349029541
925,335.0,25.0,8.0,2000.0,5.0,5.0,35.0,4.0,4000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.020377323031,1.0,18.284379959106
926,335.0,25.0,6.0,1000.0,20.0,5.0,20.0,4.0,3000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.014184616506,1.0,18.211650848389
927,335.0,25.0,8.0,1000.0,15.0,5.0,35.0,4.0,4000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.020377323031,1.0,18.145545959473
928,335.0,25.0,6.0,1000.0,10.0,6.0,40.0,4.0,4000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.02036922425,1.0,18.296669006348
929,335.0,25.0,8.0,2000.0,5.0,5.0,35.0,4.0,2000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.020377323031,1.0,18.111591339111
930,310.0,50.0,8.0,1500.0,10.0,4.0,30.0,4.0,4000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.027865886688,1.0,18.849952697754
931,335.0,25.0,8.0,2000.0,5.0,5.0,35.0,4.0,1000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.020377323031,1.0,18.895782470703
932,335.0,25.0,4.0,1500.0,10.0,4.0,30.0,4.0,2000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.017016153783,1.0,19.131074905396
933,335.0,25.0,10.0,2000.0,20.0,4.0,30.0,4.0,4000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.015048474073,1.0,18.749382019043
934,335.0,25.0,8.0,1500.0,20.0,4.0,20.0,4.0,2000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.01535846293,1.0,18.638475418091
935,335.0,25.0,10.0,1500.0,20.0,4.0,30.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.015048474073,1.0,19.080638885498
936,335.0,25.0,10.0,1500.0,10.0,4.0,30.0,4.0,2000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.015048474073,1.0,19.178329467773
937,335.0,25.0,10.0,2000.0,20.0,4.0,30.0,4.0,3000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.015048474073,1.0,18.863265991211
938,310.0,50.0,8.0,1500.0,5.0,4.0,30.0,4.0,1000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.027865886688,1.0,18.618009567261
939,335.0,25.0,4.0,1500.0,15.0,4.0,30.0,4.0,1000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.017016153783,1.0,19.066112518311
940,335.0,25.0,8.0,2000.0,10.0,5.0,35.0,4.0,1000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.020377323031,1.0,18.745635986328
941,335.0,25.0,4.0,1500.0,20.0,4.0,30.0,4.0,4000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.017016153783,1.0,19.010082244873
942,335.0,25.0,10.0,1500.0,10.0,4.0,30.0,4.0,4000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.015048474073,1.0,19.146203994751
943,310.0,50.0,8.0,1500.0,20.0,4.0,30.0,4.0,1000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.027865886688,1.0,18.714767456055
944,25.0,25.0,4.0,2000.0,5.0,6.0,20.0,4.0,1000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.027978461236,1.0,18.616958618164
945,335.0,25.0,8.0,2000.0,5.0,5.0,35.0,4.0,3000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.020377323031,1.0,18.994792938232
946,335.0,25.0,10.0,2000.0,10.0,4.0,30.0,4.0,4000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.015048474073,1.0,18.912668228149
947,335.0,25.0,10.0,1500.0,10.0,4.0,30.0,4.0,1000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.015048474073,1.0,19.116142272949
948,335.0,25.0,10.0,1000.0,5.0,5.0,35.0,4.0,4000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.019056558609,1.0,19.132173538208
949,335.0,25.0,10.0,2000.0,15.0,4.0,30.0,4.0,3000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.015048474073,1.0,18.84010887146
950,335.0,25.0,10.0,2000.0,15.0,4.0,30.0,4.0,4000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.015048474073,1.0,18.735275268555
951,310.0,50.0,8.0,1500.0,15.0,4.0,30.0,4.0,4000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.027865886688,1.0,18.690494537354
952,335.0,25.0,10.0,1500.0,10.0,4.0,30.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.015048474073,1.0,19.055183410645
953,335.0,25.0,4.0,1500.0,5.0,4.0,30.0,4.0,1000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.017016153783,1.0,19.148319244385
954,335.0,25.0,10.0,2000.0,15.0,5.0,35.0,4.0,4000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.019056558609,1.0,19.172243118286
955,310.0,50.0,10.0,1500.0,20.0,4.0,20.0,4.0,2000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.020742192864,1.0,19.181011199951
956,335.0,25.0,10.0,1500.0,15.0,4.0,30.0,4.0,4000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.015048474073,1.0,19.134624481201
957,335.0,25.0,8.0,1500.0,20.0,4.0,20.0,4.0,1000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.01535846293,1.0,18.9534034729
958,335.0,25.0,8.0,2000.0,20.0,5.0,35.0,4.0,3000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.020377323031,1.0,18.829320907593
959,335.0,25.0,8.0,1500.0,15.0,4.0,20.0,4.0,1000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.01535846293,1.0,18.765916824341
960,335.0,25.0,8.0,1500.0,15.0,5.0,35.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.020377323031,1.0,19.343780517578
961,335.0,25.0,8.0,1500.0,10.0,5.0,35.0,4.0,1000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.020377323031,1.0,19.690956115723
962,310.0,50.0,10.0,1500.0,20.0,4.0,20.0,4.0,1000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.020742192864,1.0,19.259813308716
963,335.0,25.0,10.0,1500.0,5.0,4.0,30.0,4.0,1000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.015048474073,1.0,19.209131240845
964,335.0,25.0,10.0,1000.0,10.0,5.0,35.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.019056558609,1.0,19.235088348389
965,335.0,25.0,4.0,1500.0,5.0,3.0,20.0,4.0,3000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.014510769397,1.0,19.31237411499
966,335.0,25.0,8.0,1500.0,10.0,5.0,35.0,4.0,3000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.020377323031,1.0,19.469982147217
967,335.0,25.0,10.0,1500.0,15.0,4.0,30.0,4.0,1000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.015048474073,1.0,19.418895721436
968,335.0,25.0,8.0,1500.0,10.0,5.0,35.0,4.0,4000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.020377323031,1.0,19.448755264282
969,335.0,25.0,8.0,1000.0,15.0,5.0,20.0,4.0,3000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.014858461916,1.0,19.256381988525
970,335.0,25.0,10.0,1500.0,10.0,4.0,30.0,4.0,3000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.015048474073,1.0,19.587970733643
971,335.0,25.0,8.0,1500.0,5.0,5.0,35.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.020377323031,1.0,19.48931312561
972,335.0,25.0,10.0,2000.0,20.0,6.0,40.0,4.0,1000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.018064603209,1.0,19.328653335571
973,335.0,25.0,10.0,1000.0,15.0,5.0,35.0,4.0,4000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.019056558609,1.0,19.432889938354
974,335.0,25.0,8.0,1500.0,15.0,5.0,35.0,4.0,2000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.020377323031,1.0,19.437576293945
975,310.0,50.0,4.0,2000.0,15.0,6.0,40.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.03549477458,1.0,19.776998519897
976,335.0,25.0,10.0,1500.0,5.0,4.0,30.0,4.0,2000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.015048474073,1.0,19.24941444397
977,310.0,50.0,8.0,1000.0,15.0,4.0,20.0,4.0,4000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.024577230215,1.0,19.415826797485
978,310.0,50.0,8.0,1000.0,5.0,5.0,20.0,4.0,3000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.024077236652,1.0,19.643495559692
979,335.0,25.0,4.0,1500.0,15.0,6.0,40.0,4.0,1000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.01902154088,1.0,19.645446777344
980,335.0,25.0,10.0,1500.0,20.0,4.0,30.0,4.0,4000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.015048474073,1.0,19.303554534912
981,335.0,25.0,10.0,2000.0,5.0,5.0,35.0,4.0,3000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.019056558609,1.0,19.308130264282
982,335.0,25.0,10.0,1000.0,15.0,5.0,35.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.019056558609,1.0,19.270189285278
983,335.0,25.0,10.0,2000.0,15.0,5.0,35.0,4.0,2000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.019056558609,1.0,19.588352203369
984,335.0,25.0,8.0,1500.0,5.0,5.0,35.0,4.0,4000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.020377323031,1.0,19.451061248779
985,335.0,25.0,10.0,1000.0,20.0,5.0,35.0,4.0,4000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.019056558609,1.0,19.425624847412
986,335.0,25.0,10.0,1500.0,15.0,4.0,30.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.015048474073,1.0,19.211780548096
987,335.0,25.0,6.0,2000.0,20.0,6.0,40.0,4.0,1000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.02036922425,1.0,19.291795730591
988,335.0,25.0,10.0,1500.0,15.0,4.0,30.0,4.0,3000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.015048474073,1.0,19.437927246094
989,335.0,25.0,10.0,1500.0,10.0,4.0,30.0,4.0,4000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.015048474073,1.0,19.224515914917
990,310.0,50.0,10.0,1000.0,15.0,4.0,30.0,4.0,2000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.027113258839,1.0,19.945066452026
991,310.0,50.0,10.0,1000.0,15.0,6.0,20.0,4.0,3000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.019742190838,1.0,20.028327941895
992,310.0,50.0,10.0,1000.0,20.0,6.0,20.0,4.0,4000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.019742190838,1.0,20.171760559082
993,310.0,50.0,10.0,1000.0,15.0,4.0,30.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.027113258839,1.0,19.93034362793
994,335.0,25.0,10.0,2000.0,20.0,4.0,30.0,4.0,1000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.015048474073,1.0,20.320833206177
995,310.0,50.0,10.0,1000.0,10.0,4.0,30.0,4.0,2000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.027113258839,1.0,19.919956207275
996,310.0,50.0,10.0,1000.0,10.0,4.0,30.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.027113258839,1.0,20.049404144287
997,310.0,50.0,10.0,1000.0,20.0,4.0,30.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.027113258839,1.0,19.860647201538
998,310.0,50.0,8.0,1000.0,10.0,5.0,20.0,4.0,1000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.024077236652,1.0,19.860849380493
999,335.0,25.0,8.0,2000.0,10.0,5.0,35.0,4.0,4000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.020377323031,1.0,20.009143829346
1000,310.0,50.0,10.0,1000.0,5.0,4.0,30.0,4.0,4000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.027113258839,1.0,20.061618804932
1001,310.0,50.0,10.0,1000.0,5.0,6.0,20.0,4.0,3000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.019742190838,1.0,20.10853767395
1002,335.0,25.0,6.0,1500.0,15.0,4.0,20.0,4.0,1000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.014684617519,1.0,20.277540206909
1003,335.0,25.0,8.0,2000.0,10.0,5.0,35.0,4.0,1000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.020377323031,1.0,19.964855194092
1004,310.0,50.0,4.0,2000.0,20.0,6.0,40.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.03549477458,1.0,19.856252670288
1005,335.0,25.0,4.0,1500.0,10.0,6.0,40.0,4.0,1000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.01902154088,1.0,19.897424697876
1006,310.0,50.0,4.0,2000.0,10.0,6.0,40.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.03549477458,1.0,20.096780776978
1007,335.0,25.0,10.0,2000.0,10.0,4.0,30.0,4.0,1000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.015048474073,1.0,19.907815933228
1008,310.0,50.0,10.0,1000.0,10.0,6.0,20.0,4.0,3000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.019742190838,1.0,20.03275680542
1009,335.0,25.0,10.0,2000.0,5.0,4.0,30.0,4.0,1000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.015048474073,1.0,19.965400695801
1010,310.0,50.0,10.0,1000.0,20.0,6.0,20.0,4.0,1000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.019742190838,1.0,19.831157684326
1011,310.0,50.0,10.0,2000.0,15.0,4.0,30.0,4.0,2000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.027113258839,1.0,20.02613067627
1012,310.0,50.0,6.0,1000.0,10.0,6.0,40.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.032824665308,1.0,20.110223770142
1013,310.0,50.0,10.0,1500.0,10.0,3.0,20.0,4.0,4000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.021242186427,1.0,20.297788619995
1014,335.0,25.0,8.0,2000.0,15.0,4.0,30.0,4.0,4000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.019037686288,1.0,19.938013076782
1015,310.0,50.0,10.0,1000.0,15.0,6.0,20.0,4.0,4000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.019742190838,1.0,19.967372894287
1016,335.0,25.0,8.0,1500.0,5.0,5.0,35.0,4.0,1000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.020377323031,1.0,19.943168640137
1017,335.0,25.0,4.0,1500.0,15.0,6.0,40.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.01902154088,1.0,20.384838104248
1018,310.0,50.0,8.0,1000.0,15.0,5.0,20.0,4.0,1000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.024077236652,1.0,20.149938583374
1019,310.0,50.0,10.0,1000.0,10.0,4.0,30.0,4.0,4000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.027113258839,1.0,19.824413299561
1020,310.0,50.0,10.0,1500.0,5.0,5.0,20.0,4.0,3000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.020242184401,1.0,20.75527381897
1021,335.0,25.0,4.0,1500.0,5.0,6.0,40.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.01902154088,1.0,20.418720245361
1022,310.0,50.0,6.0,1500.0,10.0,5.0,35.0,4.0,1000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.033221572638,1.0,20.830205917358
1023,310.0,50.0,10.0,1500.0,20.0,5.0,20.0,4.0,2000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.020242184401,1.0,20.986433029175
1024,25.0,25.0,4.0,1500.0,10.0,6.0,20.0,4.0,4000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.027978461236,1.0,20.753816604614
1025,335.0,25.0,10.0,1000.0,15.0,6.0,20.0,4.0,4000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.015032298863,1.0,20.906530380249
1026,335.0,25.0,10.0,1000.0,20.0,6.0,20.0,4.0,4000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.015032298863,1.0,20.955308914185
1027,335.0,25.0,10.0,1000.0,5.0,6.0,20.0,4.0,1000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.015032298863,1.0,20.915954589844
1028,335.0,25.0,4.0,1500.0,10.0,6.0,40.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.01902154088,1.0,20.673383712769
1029,50.0,50.0,10.0,2000.0,10.0,3.0,20.0,4.0,2000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.214515626431,1.0,20.645883560181
1030,25.0,25.0,4.0,1500.0,5.0,6.0,20.0,4.0,4000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.027978461236,1.0,20.853168487549
1031,50.0,50.0,4.0,2000.0,15.0,4.0,20.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.071505218744,1.0,20.68811416626
1032,25.0,25.0,4.0,1500.0,10.0,6.0,20.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.027978461236,1.0,20.885917663574
1033,25.0,25.0,4.0,1500.0,20.0,6.0,20.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.027978461236,1.0,20.694019317627
1034,310.0,50.0,10.0,1500.0,10.0,5.0,20.0,4.0,2000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.020242184401,1.0,20.695329666138
1035,310.0,50.0,10.0,1500.0,15.0,5.0,20.0,4.0,1000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.020242184401,1.0,20.778360366821
1036,335.0,25.0,10.0,1000.0,15.0,6.0,20.0,4.0,1000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.015032298863,1.0,20.783378601074
1037,50.0,50.0,4.0,2000.0,5.0,4.0,20.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.071505218744,1.0,20.564916610718
1038,50.0,50.0,4.0,2000.0,20.0,4.0,20.0,4.0,2000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.071505218744,1.0,20.800371170044
1039,25.0,25.0,4.0,1500.0,20.0,6.0,20.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.027978461236,1.0,20.571315765381
1040,310.0,50.0,10.0,1500.0,5.0,5.0,20.0,4.0,2000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.020242184401,1.0,20.845596313477
1041,310.0,50.0,10.0,1500.0,20.0,4.0,30.0,4.0,3000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.027113258839,1.0,20.758605957031
1042,310.0,50.0,10.0,1500.0,15.0,5.0,20.0,4.0,4000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.020242184401,1.0,20.843648910522
1043,310.0,50.0,10.0,1500.0,15.0,5.0,20.0,4.0,2000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.020242184401,1.0,20.749185562134
1044,310.0,50.0,10.0,1500.0,10.0,5.0,20.0,4.0,4000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.020242184401,1.0,20.870496749878
1045,310.0,50.0,4.0,2000.0,5.0,4.0,30.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.029371082783,1.0,20.914207458496
1046,310.0,50.0,8.0,1500.0,20.0,5.0,20.0,4.0,3000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.024077236652,1.0,20.827344894409
1047,335.0,25.0,4.0,2000.0,10.0,5.0,35.0,4.0,1000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.018018845469,1.0,20.970932006836
1048,310.0,50.0,6.0,1500.0,5.0,5.0,35.0,4.0,1000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.033221572638,1.0,20.925771713257
1049,335.0,25.0,4.0,1500.0,5.0,6.0,40.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.01902154088,1.0,20.426294326782
1050,310.0,50.0,10.0,1500.0,10.0,4.0,30.0,4.0,3000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.027113258839,1.0,21.010810852051
1051,310.0,50.0,10.0,2000.0,10.0,3.0,20.0,4.0,2000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.021242186427,1.0,21.278427124023
1052,335.0,25.0,6.0,1000.0,20.0,4.0,30.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.018026925623,1.0,21.355508804321
1053,335.0,25.0,6.0,1500.0,5.0,5.0,20.0,4.0,3000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.014184616506,1.0,21.155393600464
1054,310.0,50.0,10.0,2000.0,15.0,3.0,20.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.021242186427,1.0,21.236057281494
1055,335.0,25.0,10.0,1500.0,5.0,5.0,35.0,4.0,1000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.019056558609,1.0,21.051870346069
1056,335.0,25.0,4.0,2000.0,20.0,5.0,35.0,4.0,2000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.018018845469,1.0,21.494426727295
1057,335.0,25.0,4.0,2000.0,15.0,5.0,35.0,4.0,3000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.018018845469,1.0,21.170429229736
1058,335.0,25.0,6.0,2000.0,5.0,4.0,30.0,4.0,2000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.018026925623,1.0,21.446187973022
1059,335.0,25.0,4.0,1500.0,20.0,4.0,30.0,4.0,4000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.017016153783,1.0,21.352388381958
1060,335.0,25.0,6.0,1000.0,5.0,4.0,30.0,4.0,4000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.018026925623,1.0,21.340267181396
1061,335.0,25.0,4.0,1000.0,5.0,4.0,20.0,4.0,3000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.014010768384,1.0,21.496746063232
1062,310.0,50.0,8.0,2000.0,15.0,5.0,20.0,4.0,3000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.024077236652,1.0,21.225608825684
1063,335.0,25.0,6.0,2000.0,20.0,4.0,30.0,4.0,3000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.018026925623,1.0,21.490327835083
1064,335.0,25.0,6.0,1000.0,15.0,4.0,30.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.018026925623,1.0,21.278657913208
1065,310.0,50.0,4.0,2000.0,10.0,4.0,30.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.029371082783,1.0,21.328680038452
1066,310.0,50.0,10.0,2000.0,5.0,3.0,20.0,4.0,2000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.021242186427,1.0,21.249103546143
1067,335.0,25.0,4.0,2000.0,5.0,6.0,40.0,4.0,1000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.01902154088,1.0,21.539653778076
1068,310.0,50.0,10.0,2000.0,15.0,5.0,20.0,4.0,3000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.020242184401,1.0,21.037330627441
1069,335.0,25.0,6.0,1000.0,10.0,4.0,30.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.018026925623,1.0,21.427967071533
1070,335.0,25.0,6.0,1000.0,15.0,4.0,30.0,4.0,2000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.018026925623,1.0,21.429641723633
1071,310.0,50.0,4.0,2000.0,15.0,4.0,30.0,4.0,4000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.029371082783,1.0,21.282224655151
1072,335.0,25.0,6.0,1500.0,5.0,5.0,20.0,4.0,2000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.014184616506,1.0,21.248472213745
1073,335.0,25.0,6.0,1500.0,5.0,5.0,20.0,4.0,1000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.014184616506,1.0,21.116460800171
1074,335.0,25.0,4.0,1000.0,20.0,5.0,35.0,4.0,2000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.018018845469,1.0,21.381303787231
1075,335.0,25.0,10.0,1000.0,5.0,6.0,20.0,4.0,3000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.015032298863,1.0,21.070049285889
1076,310.0,50.0,6.0,1000.0,5.0,4.0,20.0,4.0,3000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.023412317038,1.0,21.57794380188
1077,335.0,25.0,6.0,1000.0,15.0,4.0,30.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.018026925623,1.0,21.256736755371
1078,335.0,25.0,6.0,2000.0,10.0,4.0,30.0,4.0,4000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.018026925623,1.0,21.460441589355
1079,335.0,25.0,4.0,2000.0,5.0,6.0,40.0,4.0,3000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.01902154088,1.0,21.599317550659
